Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R04030	C00002[c] + C00010[c] + C02730[c]  <=> C00013[c] + C00020[c] + C03160[c] 	IB49_06240	-1000.00	1000.00	  0.00
R04031	C00001[c] + C02730[c]  <=> C05817[c] 	IB49_14910	-1000.00	  0.00	  0.00
R04035	C00001[c] + C02739[c]  <=> C00013[c] + 2 C00080[c] + C02741[c] 	IB49_07495	-1000.00	1000.00	  0.00
R04037	C00001[c] + C02741[c]  <=> C04896[c] 	IB49_07495	-1000.00	1000.00	  0.00
R04065	C00001[c] + C00003[c] + C05130[c]  -> C00004[c] + 2 C00080[c] + C02835[c] 	IB49_05715	  0.00	1000.00	  0.00
R04095	C00016[c] + C00080[c] + C02939[c]  <=> C01352[c] + C03069[c] 	IB49_09520 or IB49_15415 or IB49_05755	-1000.00	  0.00	  0.00
R04112	C00001[c] + C02999[c]  <=> C00041[c] + C02713[c] 	IB49_07930 or IB49_15195 or IB49_11010 or IB49_12310 or IB49_09665	-1000.00	1000.00	  0.00
R04134	C03063[c]  <=> C05600[c] 	IB49_13750	-1000.00	1000.00	  0.00
R04137	C05998[c]  -> C00001[c] + 4 C00080[c] + C03069[c] 	IB49_09530 or IB49_05315	  0.00	1000.00	  0.00
R04138	C00002[c] + C00288[c] + C03069[c]  -> C00008[c] + C00009[c] + C00080[c] + C03231[c] 	IB49_18380 or IB49_18360	  0.00	1000.00	  0.00
R04143	C00002[c] + C03089[c]  <=> C00008[c] + C00080[c] + C04188[c] 	IB49_15030	-1000.00	1000.00	  0.00
R04144	C00002[c] + C00037[c] + C03090[c]  -> C00008[c] + C00009[c] + C00080[c] + C03838[c] 	IB49_11755	  0.00	1000.00	  0.00
R04148	C01185[c] + C03114[c]  -> C00080[c] + C00253[c] + C04778[c] 	IB49_00980	  0.00	1000.00	  0.00
R04158	C00353[c] + C00623[c]  -> C00013[c] + C04590[c] 	IB49_11780	  0.00	1000.00	  0.00
R04170	C05262[c]  <=> C00001[c] + C03221[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04173	C00026[c] + C01005[c]  <=> C00025[c] + C03232[c] 	IB49_13520	-1000.00	1000.00	  0.00
R04178	3 C00007[c] + C03263[c]  <=> 3 C00027[c] + C05770[c] 	IB49_13590	-1000.00	1000.00	  0.00
R04187	C00041[c] + C06002[c]  <=> C00022[c] + C03284[c] 	IB49_17520	-1000.00	1000.00	  0.00
R04188	C00026[c] + C03284[c]  <=> C00025[c] + C06002[c] 	IB49_11235	-1000.00	1000.00	  0.00
R04199	C00001[c] + C00006[c] + C03972[c]  <=> C00005[c] + C00080[c] + C20258[c] 	IB49_02690	-1000.00	1000.00	  0.00
R04203	C00003[c] + C04405[c]  <=> C00004[c] + C00080[c] + C03344[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04204	C04405[c]  <=> C00001[c] + C03345[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04208	C00002[c] + C04640[c]  <=> C00008[c] + C00009[c] + C00080[c] + C03373[c] 	IB49_11740	-1000.00	1000.00	  0.00
R04224	C00001[c] + C03460[c]  <=> C06000[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04251	C00001[c] + C00003[c] + C03167[c]  -> C00004[c] + 2 C00080[c] + C05682[c] 	IB49_01455	  0.00	1000.00	  0.00
R04292	2 C00001[c] + C00009[c] + C03722[c]  <=> C00111[c] + C05840[c] 	IB49_04855	-1000.00	  0.00	  0.00
R04325	C00234[c] + C03838[c]  <=> C00080[c] + C00101[c] + C04376[c] 	IB49_11745	-1000.00	1000.00	  0.00
R04326	C00001[c] + C00445[c] + C03838[c]  -> 2 C00080[c] + C00101[c] + C04376[c] 	IB49_11745	  0.00	1000.00	  0.00
R04355	C00080[c] + C01209[c] + C03939[c]  <=> C00011[c] + C00229[c] + C05744[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04364	C00001[c] + C00024[c] + C03972[c]  <=> C00010[c] + C05539[c] 	IB49_15520	-1000.00	1000.00	  0.00
R04378	C00013[c] + C04677[c]  <=> C00119[c] + C04051[c] 	IB49_04760	-1000.00	  0.00	  0.00
R04380	C00080[c] + C04052[c]  <=> C00011[c] + C05600[c] 	IB49_13750	-1000.00	1000.00	  0.00
R04391	C00002[c] + C04079[c]  -> C00008[c] + C00080[c] + C04352[c] 	IB49_10535	  0.00	1000.00	  0.00
R04418	C00001[c] + C00003[c] + C04642[c]  -> C00004[c] + 2 C00080[c] + C04186[c] 	IB49_05715 or IB49_07235	  0.00	1000.00	  0.00
R04420	C04188[c]  <=> C04582[c] 	IB49_15025	-1000.00	1000.00	  0.00
R04426	C00003[c] + C04411[c]  <=> C00004[c] + C00080[c] + C04236[c] 	IB49_05165	-1000.00	1000.00	  0.00
R04428	C04618[c]  <=> C00001[c] + C04246[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04430	C00006[c] + C05745[c]  <=> C00005[c] + C04246[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04432	C00100[c] + C04253[c]  <=> C00894[c] + C04570[c] 	IB49_09520	-1000.00	1000.00	  0.00
R04439	C00005[c] + C00080[c] + C06010[c]  <=> C00006[c] + C04272[c] 	IB49_05175	-1000.00	1000.00	  0.00
R04440	C00006[c] + C04272[c]  <=> C00005[c] + C00080[c] + C04181[c] 	IB49_05175	-1000.00	1000.00	  0.00
R04441	C04272[c]  -> C00001[c] + C00141[c] 	IB49_02040	  0.00	1000.00	  0.00
R04445	2 C00001[c] + C00006[c] + C04281[c]  <=> C00005[c] + C00080[c] + C05947[c] 	IB49_11230	-1000.00	1000.00	  0.00
R04448	C00002[c] + C04294[c]  -> C00008[c] + C00080[c] + C04327[c] 	IB49_17895	  0.00	1000.00	  0.00
R04457	C04732[c] + C15556[c]  -> 2 C00001[c] + C00009[c] + C00080[c] + C04332[c] 	IB49_03260	  0.00	1000.00	  0.00
R04463	C00001[c] + C00002[c] + C00064[c] + C04376[c]  <=> C00008[c] + C00009[c] + C00025[c] + C00080[c] + C04640[c] 	IB49_11730 or IB49_11725 or IB49_11720	-1000.00	1000.00	  0.00
R04467	C00026[c] + C04390[c]  <=> C00025[c] + C05539[c] 	IB49_06635	-1000.00	1000.00	  0.00
R04475	C00026[c] + C04421[c]  <=> C00025[c] + C04462[c] 	IB49_06635 or IB49_11235	-1000.00	1000.00	  0.00
R04506	C00001[c] + C00003[c] + C05445[c]  -> C00004[c] + 2 C00080[c] + C04554[c] 	IB49_05715	  0.00	1000.00	  0.00
R04509	C00002[c] + C04556[c]  <=> C00008[c] + C04752[c] 	IB49_09805	-1000.00	1000.00	  0.00
R04533	C00006[c] + C04618[c]  <=> C00005[c] + 2 C00080[c] + C05744[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04534	C00006[c] + C04619[c]  <=> C00005[c] + C00080[c] + C05753[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04535	C04619[c]  <=> C00001[c] + C05754[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04536	C00006[c] + C04620[c]  <=> C00005[c] + C00080[c] + C05750[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04537	C04620[c]  <=> C00001[c] + C05751[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04540	C04832[c] + C11904[c]  -> C03576[c] + C04628[c] + C11903[c] 	IB49_09540	  0.00	1000.00	  0.00
R04543	C00006[c] + C04633[c]  <=> C00005[c] + C00080[c] + C05762[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04544	C04633[c]  <=> C00001[c] + C05763[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04547	C00016[c] + C04644[c]  <=> C01352[c] + C05447[c] 	IB49_09520	-1000.00	  0.00	  0.00
R04558	C00064[c] + C04916[c]  <=> C00025[c] + C00080[c] + C04666[c] + C04677[c] 	IB49_07500 or IB49_07510	-1000.00	1000.00	  0.00
R04559	C04823[c]  <=> C00122[c] + C04677[c] 	IB49_11710	-1000.00	1000.00	  0.00
R04560	C00234[c] + C04677[c]  <=> C00101[c] + C04734[c] 	IB49_11750	-1000.00	1000.00	  0.00
R04566	C00006[c] + C04688[c]  <=> C00005[c] + 2 C00080[c] + C05759[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04568	C04688[c]  <=> C00001[c] + C00080[c] + C05760[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04587	C00001[c] + C04738[c]  <=> C00033[c] + C06022[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04591	C00002[c] + C00049[c] + C04751[c]  -> C00008[c] + C00009[c] + C00080[c] + C04823[c] 	IB49_11715	  0.00	1000.00	  0.00
R04592	C00016[c] + C04760[c]  <=> C01352[c] + C05460[c] 	IB49_09520	-1000.00	  0.00	  0.00
R04617	C00002[c] + C00993[c] + C04877[c]  -> C00008[c] + C00009[c] + C00080[c] + C04882[c] 	IB49_15845	  0.00	1000.00	  0.00
R04640	C04896[c]  <=> C04916[c] 	IB49_07505	-1000.00	1000.00	  0.00
R04666	C00001[c] + C00080[c] + C21029[c]  -> C00011[c] + C00014[c] + C01205[c] 	IB49_08770	  0.00	1000.00	  0.00
R04673	C00109[c] + C05125[c]  <=> C00068[c] + C06006[c] 	IB49_05185 or IB49_05180	-1000.00	1000.00	  0.00
R04725	C00006[c] + C05223[c]  <=> C00005[c] + C00080[c] + C05758[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04726	C00080[c] + C01209[c] + C05223[c]  <=> C00011[c] + C00229[c] + C05759[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04737	C00003[c] + C05258[c]  <=> C00004[c] + C00080[c] + C05259[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04738	C05258[c]  <=> C00001[c] + C05272[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04739	C00003[c] + C05260[c]  <=> C00004[c] + C00080[c] + C05261[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04740	C05260[c]  <=> C00001[c] + C05273[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04741	C00003[c] + C05262[c]  <=> C00004[c] + C00080[c] + C05263[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04742	C00024[c] + C05274[c]  <=> C00010[c] + C05263[c] 	IB49_01860 or IB49_07135 or IB49_05740	-1000.00	  0.00	  0.00
R04743	C00003[c] + C05264[c]  <=> C00004[c] + C00080[c] + C05265[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04744	C05264[c]  <=> C00001[c] + C05275[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04745	C00003[c] + C05266[c]  <=> C00004[c] + C00080[c] + C05267[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04746	C05266[c]  <=> C00001[c] + C05276[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04747	C00024[c] + C05270[c]  <=> C00010[c] + C05267[c] 	IB49_01860 or IB49_07135 or IB49_05740	-1000.00	  0.00	  0.00
R04748	C00003[c] + C05268[c]  <=> C00004[c] + C00080[c] + C05269[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04749	C05268[c]  <=> C00001[c] + C05271[c] 	IB49_09530 or IB49_05315	-1000.00	1000.00	  0.00
R04751	C00016[c] + C00080[c] + C05270[c]  <=> C01352[c] + C05271[c] 	IB49_09520 or IB49_16825 or IB49_15415 or IB49_05755	-1000.00	  0.00	  0.00
R04754	C00016[c] + C00080[c] + C05274[c]  <=> C01352[c] + C05275[c] 	IB49_16825 or IB49_15415 or IB49_05755	-1000.00	  0.00	  0.00
R04756	C05280[c]  <=> C05279[c] 	IB49_09530	-1000.00	1000.00	  0.00
R04770	C00001[c] + C05335[c]  <=> C00014[c] + C00109[c] + C05703[c] 	IB49_04570	-1000.00	1000.00	  0.00
R04771	C00001[c] + C00002[c] + C05335[c]  <=> C00009[c] + C00013[c] + C05691[c] 	IB49_06120	-1000.00	1000.00	  0.00
R04805	C00003[c] + C05444[c]  <=> C00004[c] + C00080[c] + C05445[c] 	IB49_13935	-1000.00	1000.00	  0.00
R04831	C00004[c] + C00080[c] + C05470[c]  <=> C00003[c] + C05481[c] 	IB49_00335	-1000.00	1000.00	  0.00
R04834	C00004[c] + C00080[c] + C05472[c]  <=> C00003[c] + C05482[c] 	IB49_00335	-1000.00	1000.00	  0.00
R04844	C00004[c] + C00080[c] + C05478[c]  <=> C00003[c] + C05483[c] 	IB49_00335	-1000.00	1000.00	  0.00
R04847	C00003[c] + C05484[c]  <=> C00004[c] + C00080[c] + C05480[c] 	IB49_00335	-1000.00	1000.00	  0.00
R04859	C00320[c] + C00342[c] + C00979[c]  <=> C00033[c] + C00094[c] + C00097[c] + C00343[c] 	IB49_10545 or IB49_11840	-1000.00	1000.00	  0.00
R04880	C00003[c] + C05576[c]  <=> C00004[c] + C00080[c] + C05577[c] 	IB49_13935 or IB49_13915 or IB49_02205	-1000.00	1000.00	  0.00
R04882	C00001[c] + C00003[c] + C05577[c]  -> C00004[c] + 2 C00080[c] + C05580[c] 	IB49_05715	  0.00	1000.00	  0.00
R04883	C00001[c] + C00006[c] + C05577[c]  -> C00005[c] + 2 C00080[c] + C05580[c] 	IB49_05715	  0.00	1000.00	  0.00
R04888	C00001[c] + C00003[c] + C05581[c]  -> C00004[c] + C00080[c] + C05582[c] 	IB49_05715	  0.00	1000.00	  0.00
R04889	C00001[c] + C00006[c] + C05581[c]  -> C00005[c] + C00080[c] + C05582[c] 	IB49_05715	  0.00	1000.00	  0.00
R04891	C00001[c] + C00003[c] + C05583[c]  -> C00004[c] + 2 C00080[c] + C05584[c] 	IB49_05715	  0.00	1000.00	  0.00
R04892	C00001[c] + C00006[c] + C05583[c]  -> C00005[c] + 2 C00080[c] + C05584[c] 	IB49_05715	  0.00	1000.00	  0.00
R04903	C00001[c] + C00003[c] + C05634[c]  -> C00004[c] + 2 C00080[c] + C05635[c] 	IB49_05715	  0.00	1000.00	  0.00
R04928	C00002[c] + C05686[c]  <=> C00008[c] + C05696[c] 	IB49_12595	-1000.00	1000.00	  0.00
R04929	C00002[c] + 2 C00080[c] + C05697[c]  <=> C00013[c] + C05686[c] 	IB49_12595 or IB49_12600	-1000.00	1000.00	  0.00
R04930	C00001[c] + C05699[c]  -> C00014[c] + C00080[c] + C00109[c] + C05688[c] 	IB49_04570	  0.00	1000.00	  0.00
R04941	C00001[c] + C05699[c]  -> C00014[c] + C00022[c] + C00080[c] + C05698[c] 	IB49_06650 or IB49_14660	  0.00	1000.00	  0.00
R04942	C00065[c] + C05698[c]  <=> C00001[c] + C05699[c] 	IB49_17970	-1000.00	1000.00	  0.00
R04944	C05688[c] + C05702[c]  <=> C00009[c] + C05699[c] 	IB49_04570 or IB49_14655	-1000.00	1000.00	  0.00
R04945	C01077[c] + C05688[c]  <=> C00033[c] + C00080[c] + C05699[c] 	IB49_04570 or IB49_14655	-1000.00	1000.00	  0.00
R04946	C01118[c] + C05688[c]  <=> C00042[c] + C00080[c] + C05699[c] 	IB49_04570 or IB49_14655	-1000.00	1000.00	  0.00
R04952	C00080[c] + C01209[c] + C05745[c]  <=> C00011[c] + C00229[c] + C05746[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04953	C00006[c] + C05747[c]  <=> C00005[c] + C00080[c] + C05746[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04954	C05747[c]  <=> C00001[c] + C05748[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04956	C00006[c] + C05749[c]  <=> C00005[c] + C00080[c] + C05748[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04957	C00080[c] + C01209[c] + C05749[c]  <=> C00011[c] + C00229[c] + C05750[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04959	C00006[c] + C05752[c]  <=> C00005[c] + C00080[c] + C05751[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04960	C00080[c] + C01209[c] + C05752[c]  <=> C00011[c] + C00229[c] + C05753[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04962	C00006[c] + C05755[c]  <=> C00005[c] + C00080[c] + C05754[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04963	C00080[c] + C01209[c] + C05755[c]  <=> C00011[c] + C00229[c] + C05756[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04964	C00006[c] + C05757[c]  <=> C00005[c] + C00080[c] + C05756[c] 	IB49_16180 or IB49_05650 or IB49_05745	-1000.00	1000.00	  0.00
R04965	C05757[c]  <=> C00001[c] + C05758[c] 	IB49_09195	-1000.00	1000.00	  0.00
R04967	C00006[c] + C05761[c]  <=> C00005[c] + C00080[c] + C05760[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04968	C00080[c] + C01209[c] + C05761[c]  <=> C00011[c] + C00229[c] + C05762[c] 	IB49_14345	-1000.00	1000.00	  0.00
R04970	C00006[c] + C05764[c]  <=> C00005[c] + C00080[c] + C05763[c] 	IB49_12935 or IB49_14495	-1000.00	1000.00	  0.00
R04972	4 C00080[c] + C05766[c]  <=> 4 C00011[c] + C05768[c] 	IB49_13580	-1000.00	1000.00	  0.00
R04990	C00019[c] + C05813[c]  <=> C00021[c] + C00080[c] + C05814[c] 	IB49_02830	-1000.00	1000.00	  0.00
R04996	C00001[c] + C00003[c] + C05827[c]  -> C00004[c] + C00080[c] + C05828[c] 	IB49_05715	  0.00	1000.00	  0.00
R04998	C00001[c] + C05839[c]  <=> C00031[c] + C05838[c] 	IB49_08540	-1000.00	1000.00	  0.00
R05032	C00043[c] + C05897[c]  -> C00015[c] + C00080[c] + C05898[c] 	IB49_11355	  0.00	1000.00	  0.00
R05046	C00001[c] + C05922[c]  -> C00058[c] + C05923[c] 	IB49_02845	  0.00	1000.00	  0.00
R05049	C00001[c] + C00003[c] + C05932[c]  -> C00004[c] + 2 C00080[c] + C05931[c] 	IB49_11230	  0.00	1000.00	  0.00
R05050	C00001[c] + C00003[c] + C05936[c]  -> C00004[c] + 2 C00080[c] + C02946[c] 	IB49_05715	  0.00	1000.00	  0.00
R05051	C00004[c] + 2 C00080[c] + C05947[c]  <=> C00001[c] + C00003[c] + C05938[c] 	IB49_11230	-1000.00	  0.00	  0.00
R05052	C00026[c] + C05947[c]  <=> C00025[c] + C05946[c] 	IB49_02630 or IB49_06635	-1000.00	1000.00	  0.00
R05053	C00402[c] + C05946[c]  <=> C00036[c] + C05947[c] 	IB49_05190	-1000.00	1000.00	  0.00
R05066	C00003[c] + C06001[c]  <=> C00004[c] + C00080[c] + C06002[c] 	IB49_15410 or IB49_09530	-1000.00	1000.00	  0.00
R05068	C00006[c] + C06007[c]  <=> C00005[c] + C00080[c] + C14463[c] 	IB49_05175	-1000.00	1000.00	  0.00
R05069	C06006[c]  <=> C14463[c] 	IB49_05175	-1000.00	1000.00	  0.00
R05070	C06007[c]  -> C00001[c] + C00671[c] 	IB49_02040	  0.00	1000.00	  0.00
R05071	C06010[c]  <=> C04181[c] 	IB49_05175	-1000.00	1000.00	  0.00
R05085	C00026[c] + C06055[c]  <=> C00025[c] + C06054[c] 	IB49_13520	-1000.00	1000.00	  0.00
R05086	C00001[c] + C06055[c]  -> C00009[c] + C06056[c] 	IB49_06915 or IB49_00840	  0.00	1000.00	  0.00
R05135	C00001[c] + C06194[c]  -> C00080[c] + C06193[c] 	IB49_00850 or IB49_08200	  0.00	1000.00	  0.00
R05149	2 C00019[c] + C06319[c]  <=> C00011[c] + 2 C00021[c] + C00080[c] + C06408[c] 	IB49_01010	-1000.00	1000.00	  0.00
R05168	C00001[c] + C06376[c]  -> C00033[c] + C00080[c] + C06377[c] 	IB49_03170	  0.00	1000.00	  0.00
R05177	C00080[c] + C06408[c]  <=> C06399[c] 	IB49_01020	-1000.00	1000.00	  0.00
R05181	C00019[c] + C06407[c]  <=> C00021[c] + C00080[c] + C06416[c] 	IB49_12590	-1000.00	1000.00	  0.00
R05223	C00080[c] + C00144[c] + C00194[c]  <=> C05775[c] + C06510[c] 	IB49_03070	-1000.00	1000.00	  0.00
R05224	2 C00001[c] + 2 C00002[c] + 2 C00064[c] + C06399[c]  <=> 2 C00008[c] + 2 C00009[c] + 2 C00025[c] + 2 C00080[c] + C06503[c] 	IB49_00990	-1000.00	1000.00	  0.00
R05231	C00006[c] + C06103[c]  <=> C00005[c] + C00080[c] + C06102[c] 	IB49_13225	-1000.00	1000.00	  0.00
R05233	C00003[c] + C06611[c]  <=> C00004[c] + C00080[c] + C06613[c] 	IB49_13935 or IB49_13915 or IB49_02205	-1000.00	1000.00	  0.00
R05234	C00003[c] + C06612[c]  <=> C00004[c] + C00080[c] + C16348[c] 	IB49_13935 or IB49_13915 or IB49_02205	-1000.00	1000.00	  0.00
R05235	C00001[c] + C00003[c] + C06577[c]  -> C00004[c] + C00080[c] + C06578[c] 	IB49_05715	  0.00	1000.00	  0.00
R05237	C00001[c] + C06613[c]  -> 2 C00080[c] + C06614[c] 	IB49_05715	  0.00	1000.00	  0.00
R05238	C00001[c] + C16348[c]  -> 2 C00080[c] + C06615[c] 	IB49_05715	  0.00	1000.00	  0.00
R05240	C00003[c] + C06579[c]  -> C00004[c] + C00080[c] + C06580[c] 	IB49_00240	  0.00	1000.00	  0.00
R05243	C00003[c] + C06599[c]  <=> C00004[c] + C00080[c] + C06600[c] 	IB49_00335	-1000.00	1000.00	  0.00
R05286	C00001[c] + C00003[c] + C06754[c]  -> C00004[c] + 2 C00080[c] + C06755[c] 	IB49_05715	  0.00	1000.00	  0.00
R05289	C00001[c] + C00006[c] + C06758[c]  -> C00005[c] + 2 C00080[c] + C01454[c] 	IB49_05715	  0.00	1000.00	  0.00
R05300	C04559[c]  -> C00080[c] + C04112[c] 	IB49_09890	  0.00	1000.00	  0.00
R05305	C00003[c] + C06714[c]  <=> C00004[c] + C00080[c] + C06715[c] 	IB49_09530	-1000.00	1000.00	  0.00
R05316	2 C00080[c] + C00138[c] + C02949[c]  <=> C00001[c] + C00139[c] + C00512[c] 	IB49_12410	-1000.00	  0.00	  0.00
R05332	C00024[c] + C06156[c]  -> C00010[c] + C00080[c] + C04501[c] 	IB49_10420	  0.00	1000.00	  0.00
R05338	C00067[c] + C00199[c]  <=> C06019[c] 	IB49_02240	-1000.00	1000.00	  0.00
R05339	C06019[c]  <=> C00085[c] 	IB49_02240 or IB49_02235 or IB49_01650	-1000.00	1000.00	  0.00
R05353	C00001[c] + C00003[c] + C06760[c]  -> C00004[c] + C00080[c] + C07478[c] 	IB49_05715	  0.00	1000.00	  0.00
R05378	C06893[c]  <=> C00111[c] + C00222[c] 	IB49_09485	-1000.00	1000.00	  0.00
R05390	2 C00080[c] + C03585[c]  <=> C00011[c] + C01327[c] + C07090[c] 	IB49_09890	-1000.00	1000.00	  0.00
R05506	C00010[c] + C07118[c]  -> C00024[c] + C00512[c] 	IB49_07135 or IB49_05740	  0.00	1000.00	  0.00
R05526	C00005[c] + C00080[c] + C06620[c]  <=> C00006[c] + C11922[c] 	IB49_01385	-1000.00	1000.00	  0.00
R05551	C00014[c] + C00080[c] + C00511[c]  <=> C00001[c] + C01659[c] 	IB49_11830 or IB49_03125	-1000.00	  0.00	  0.00
R05553	C11355[c]  -> C00022[c] + C00080[c] + C00568[c] 	IB49_10560 or IB49_10550	  0.00	1000.00	  0.00
R05575	C00003[c] + C09819[c]  <=> C00004[c] + C00080[c] + C09820[c] 	IB49_00240	-1000.00	1000.00	  0.00
R05576	C00006[c] + C05116[c]  <=> C00005[c] + C00080[c] + C00332[c] 	IB49_09530 or IB49_12160	-1000.00	1000.00	  0.00
R05582	C00003[c] + C09812[c]  -> C00004[c] + C00080[c] + C09813[c] 	IB49_16180	  0.00	1000.00	  0.00
R05584	2 C00080[c] + 2 C04253[c] + C09817[c]  <=> 2 C04570[c] + C09818[c] 	IB49_00235	-1000.00	1000.00	  0.00
R05586	C00010[c] + C06715[c]  -> C00024[c] + C00527[c] 	IB49_07135 or IB49_05740	  0.00	1000.00	  0.00
R05590	C00001[c] + C09815[c]  -> C00014[c] + C00080[c] + C00180[c] 	IB49_11830 or IB49_03125	  0.00	1000.00	  0.00
R05592	C00001[c] + C09813[c]  <=> C00080[c] + C01063[c] 	IB49_06250	-1000.00	1000.00	  0.00
R05595	C00001[c] + C00877[c]  <=> C05116[c] 	IB49_05315	-1000.00	1000.00	  0.00
R05599	C00001[c] + C09818[c]  <=> C09819[c] 	IB49_18375	-1000.00	1000.00	  0.00
R05600	C00001[c] + C09811[c]  <=> C09812[c] 	IB49_18375	-1000.00	  0.00	  0.00
R05605	C04442[c]  <=> C00022[c] + C00118[c] 	IB49_01635	-1000.00	1000.00	  0.00
R05620	C00002[c] + C00010[c] + C09822[c]  <=> C00013[c] + C00020[c] + C09823[c] 	IB49_18355	-1000.00	1000.00	  0.00
R05627	C00001[c] + C04574[c]  -> C00009[c] + C00080[c] + C17556[c] 	IB49_11345 or IB49_17550	  0.00	1000.00	  0.00
R05629	C04702[c] + C17556[c]  <=> C00105[c] + C04851[c] 	IB49_15855	-1000.00	1000.00	  0.00
R05630	C04882[c] + C17556[c]  <=> C00105[c] + C05897[c] 	IB49_15855	-1000.00	1000.00	  0.00
R05633	C00063[c] + C00080[c] + C11434[c]  <=> C00013[c] + C11435[c] 	IB49_10690 or IB49_10695	-1000.00	1000.00	  0.00
R05634	C00002[c] + C11435[c]  -> C00008[c] + C00080[c] + C11436[c] 	IB49_10395	  0.00	1000.00	  0.00
R05636	C00022[c] + C00080[c] + C00118[c]  <=> C00011[c] + C11437[c] 	IB49_03750	-1000.00	1000.00	  0.00
R05637	C11436[c]  <=> C00055[c] + C11453[c] 	IB49_10695	-1000.00	1000.00	  0.00
R05643	C00001[c] + C00003[c] + C03057[c]  -> C00004[c] + 2 C00080[c] + C01606[c] 	IB49_05715	  0.00	1000.00	  0.00
R05651	C00009[c] + C00080[c] + C00593[c]  <=> C00094[c] + C00227[c] 	IB49_12360	-1000.00	1000.00	  0.00
R05661	C00002[c] + C06892[c]  <=> C00008[c] + C06893[c] 	IB49_01640	-1000.00	1000.00	  0.00
R05662	C00043[c] + C04851[c]  -> C00015[c] + 2 C00080[c] + C05893[c] 	IB49_11355	  0.00	1000.00	  0.00
R05663	C00001[c] + C00006[c] + C07214[c]  -> C00005[c] + C00080[c] + C07215[c] 	IB49_05715	  0.00	1000.00	  0.00
R05664	C00001[c] + C00006[c] + C07209[c]  -> C00005[c] + C00080[c] + C07211[c] 	IB49_05715	  0.00	1000.00	  0.00
R05688	C00006[c] + C11434[c]  <=> C00005[c] + C00080[c] + C11437[c] 	IB49_16505	-1000.00	1000.00	  0.00
R05693	C00003[c] + C11499[c]  <=> C00004[c] + C00080[c] + C05528[c] 	IB49_03020	-1000.00	1000.00	  0.00
R05699	C00001[c] + C00003[c] + C00755[c]  -> C00004[c] + 2 C00080[c] + C06672[c] 	IB49_05715	  0.00	1000.00	  0.00
R05706	C00006[c] + C01847[c]  -> C00005[c] + C00061[c] + 2 C00080[c] 	IB49_00225 or IB49_08425	  0.00	1000.00	  0.00
R05772	C00001[c] + C00406[c]  <=> C07303[c] 	IB49_18375	-1000.00	1000.00	  0.00
R05773	C07303[c]  <=> C00024[c] + C00755[c] 	IB49_18375	-1000.00	1000.00	  0.00
R05789	C00001[c] + C11536[c]  -> C00009[c] + C11537[c] 	IB49_15440	  0.00	1000.00	  0.00
R05808	C00019[c] + C11538[c]  <=> C00021[c] + C00080[c] + C17401[c] 	IB49_01005	-1000.00	1000.00	  0.00
